"NIT","RAZON SOCIAL","AÑO","MES","MUNICIPIO","ESTRATO","No. SUSCRIPTORES ACUEDUCTO","CONSUMO M3 ACUEDUCTO","PROMEDIO CONSUMO ACUEDUCTO","No. SUSCRIPTORES ALCANTARILLADO","CONSUMO M3 ALCANTARILLADO","PROMEDIO CONSUMO ALCANTARILLADO"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","MARMATO","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","MARMATO","Industrial","1","0","0","1",,"0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","MARMATO","Comercial","88","1.757","19.97","57","808","14.18"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","MARMATO","Publico / Oficial","23","1.806","78.52","17","1.715","100.88"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","MARQUETALIA","Estrato1","757","6.239","8.24","638","5.097","7.99"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","MARQUETALIA","Estrato2","707","6.977","9.87","599","5.744","9.59"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","MARQUETALIA","Estrato3","577","6.423","11.13","542","5.342","9.86"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","MARQUETALIA","Estrato4","10","121","12.1","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","MARQUETALIA","Estrato5","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","MARQUETALIA","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","MARQUETALIA","Industrial","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","MARQUETALIA","Comercial","0","0","0","128","1.391","10.87"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","MARQUETALIA","Publico / Oficial","0","0","0","24","950","39.58"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","MARULANDA","Estrato1","0","0","0","80","320","4"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","MARULANDA","Estrato2","0","0","0","223","1.238","5.55"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","MARULANDA","Estrato3","0","0","0","25","172","6.88"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","MARULANDA","Estrato4","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","MARULANDA","Estrato5","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","MARULANDA","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","MARULANDA","Industrial","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","MARULANDA","Comercial","0","0","0","23","93","4.04"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","MARULANDA","Publico / Oficial","0","0","0","13","159","12.23"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","NEIRA","Estrato1","0","0","0","160","1.631","10.19"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","NEIRA","Estrato2","0","0","0","1.17","11.309","9.67"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","NEIRA","Estrato3","0","0","0","1.871","18.94","10.12"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","NEIRA","Estrato4","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","NEIRA","Estrato5","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","NEIRA","Estrato6","1","28","28","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","NEIRA","Industrial","1","17","17","1","17","17"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","NEIRA","Comercial","232","3.626","15.63","224","2.392","10.68"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","NEIRA","Publico / Oficial","37","1.977","53.43","35","1.93","55.14"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","PALESTINA","Estrato1","583","5.173","8.87","567","4.85","8.55"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","PALESTINA","Estrato2","759","7.18","9.46","740","6.79","9.18"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","PALESTINA","Estrato3","168","2.006","11.94","152","1.639","10.78"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","PALESTINA","Estrato4","135","1.059","7.84","4","20","5"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","PALESTINA","Estrato5","8","249","31.13","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","PALESTINA","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","PALESTINA","Industrial","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","PALESTINA","Comercial","0","0","0","86","684","7.95"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","PALESTINA","Publico / Oficial","0","0","0","16","1.023","63.94"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","RIOSUCIO","Estrato1","0","0","0","521","4.909","9.42"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","RIOSUCIO","Estrato2","0","0","0","1.772","16.856","9.51"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","RIOSUCIO","Estrato3","0","0","0","2.739","26.048","9.51"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","RIOSUCIO","Estrato4","0","0","0","3","29","9.67"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","RIOSUCIO","Estrato5","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","RIOSUCIO","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","RIOSUCIO","Industrial","1","2","2","1","2","2"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","RIOSUCIO","Comercial","499","4.692","9.4","494","4.632","9.38"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","RIOSUCIO","Publico / Oficial","64","4.944","77.25","61","4.219","69.16"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","RISARALDA","Estrato1","443","3.947","8.91","339","3.112","9.18"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","RISARALDA","Estrato2","970","7.546","7.78","807","6.581","8.15"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","RISARALDA","Estrato3","207","1.626","7.86","187","1.495","7.99"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","RISARALDA","Estrato4","30","298","9.93","1","13","13"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","RISARALDA","Estrato5","142","762","5.37","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","RISARALDA","Estrato6","1","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","RISARALDA","Industrial","2","1.859","929.5","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","RISARALDA","Comercial","132","1.184","8.97","120","897","7.48"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","RISARALDA","Publico / Oficial","29","568","19.59","23","527","22.91"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","SALAMINA","Estrato1","906","6.93","7.65","872","6.674","7.65"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","SALAMINA","Estrato2","1.555","12.681","8.15","1.528","12.32","8.06"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","SALAMINA","Estrato3","776","6.697","8.63","775","6.696","8.64"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","SALAMINA","Estrato4","19","228","12","19","228","12"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","SALAMINA","Estrato5","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","SALAMINA","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","SALAMINA","Industrial","2","2","1","1","1","1"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","SALAMINA","Comercial","295","2.221","7.53","290","2.149","7.41"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","SALAMINA","Publico / Oficial","43","2.875","66.86","41","2.871","70.02"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","SAMANA","Estrato1","582","4.63","7.96","348","2.906","8.35"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","SAMANA","Estrato2","934","8.623","9.23","845","7.539","8.92"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","SAMANA","Estrato3","469","4.786","10.2","458","4.667","10.19"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","SAMANA","Estrato4","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","SAMANA","Estrato5","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","SAMANA","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","SAMANA","Industrial","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","SAMANA","Comercial","0","0","0","198","1.584","8"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","SAMANA","Publico / Oficial","0","0","0","22","1.182","53.73"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","SAN JOSE","Estrato1","0","0","0","95","632","6.65"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","SAN JOSE","Estrato2","0","0","0","305","2.139","7.01"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","SAN JOSE","Estrato3","0","0","0","27","103","3.81"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","SAN JOSE","Estrato4","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","SAN JOSE","Estrato5","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","SAN JOSE","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","SAN JOSE","Industrial","1","1","1","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","SAN JOSE","Comercial","65","295","4.54","62","229","3.69"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","SAN JOSE","Publico / Oficial","24","506","21.08","19","356","18.74"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","SUPIA","Estrato1","74","1.562","21.11","45","626","13.91"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","SUPIA","Estrato2","2.573","35.293","13.72","2.322","30.634","13.19"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","SUPIA","Estrato3","1.837","22.734","12.38","1.558","17.317","11.11"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","SUPIA","Estrato4","19","659","34.68","8","147","18.38"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","SUPIA","Estrato5","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","SUPIA","Estrato6","7","76","10.86","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","SUPIA","Industrial","3","10","3.33","3","10","3.33"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","SUPIA","Comercial","304","7.094","23.34","269","3.321","12.35"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","SUPIA","Publico / Oficial","55","3.583","65.15","46","2.729","59.33"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","VICTORIA","Estrato1","603","4.958","8.22","475","3.768","7.93"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","VICTORIA","Estrato2","543","5.089","9.37","518","4.831","9.33"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","VICTORIA","Estrato3","246","2.191","8.91","245","2.173","8.87"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","VICTORIA","Estrato4","2","45","22.5","2","45","22.5"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","VICTORIA","Estrato5","1","60","60","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","VICTORIA","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","VICTORIA","Industrial","1","4","4","1","4","4"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","VICTORIA","Comercial","128","1.143","8.93","110","838","7.62"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","VICTORIA","Publico / Oficial","22","1.022","46.45","17","751","44.18"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","VITERBO","Estrato1","922","12.642","13.71","892","11.995","13.45"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","VITERBO","Estrato2","1.233","16.11","13.07","1.192","15.452","12.96"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","VITERBO","Estrato3","1.205","15.929","13.22","1.157","15.042","13"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","VITERBO","Estrato4","297","4.075","13.72","4","19","4.75"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","VITERBO","Estrato5","10","128","12.8","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","VITERBO","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","VITERBO","Industrial","2","3","1.5","2","3","1.5"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","VITERBO","Comercial","216","2.066","9.56","205","1.716","8.37"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","SEPTIEMBRE","VITERBO","Publico / Oficial","38","2.553","67.18","35","1.857","53.06"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","OCTUBRE","AGUADAS","Estrato1","1.089","7.556","6.94","991","6.935","7"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","OCTUBRE","AGUADAS","Estrato2","2.198","17.825","8.11","2.033","16.988","8.36"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","OCTUBRE","AGUADAS","Estrato3","491","4.398","8.96","483","4.327","8.96"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","OCTUBRE","AGUADAS","Estrato4","19","123","6.47","16","105","6.56"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","OCTUBRE","AGUADAS","Estrato5","1","13","13","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","OCTUBRE","AGUADAS","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","OCTUBRE","AGUADAS","Industrial","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","OCTUBRE","AGUADAS","Comercial","0","0","0","356","3.118","8.76"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","OCTUBRE","AGUADAS","Publico / Oficial","0","0","0","38","3.339","87.87"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","OCTUBRE","ANSERMA","Estrato1","0","0","0","1.23","10.14","8.24"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","OCTUBRE","ANSERMA","Estrato2","0","0","0","1.688","13.186","7.81"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","OCTUBRE","ANSERMA","Estrato3","0","0","0","3.012","22.695","7.53"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","OCTUBRE","ANSERMA","Estrato4","0","0","0","189","1.343","7.11"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","OCTUBRE","ANSERMA","Estrato5","0","0","0","1","30","30"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","OCTUBRE","ANSERMA","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","OCTUBRE","ANSERMA","Industrial","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","OCTUBRE","ANSERMA","Comercial","0","0","0","538","3.851","7.16"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","OCTUBRE","ANSERMA","Publico / Oficial","0","0","0","45","2.395","53.22"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","OCTUBRE","ARAUCA","Estrato1","0","0","0","598","5.895","9.86"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","OCTUBRE","ARAUCA","Estrato2","0","0","0","607","7.279","11.99"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,018","OCTUBRE","ARAUCA","Estrato3","0","0","0","35","412","11.77"
